[2026-01-30 18:13:55 EST] IP: 127.0.0.1 | Action: COMMAND_HOVER_AT_ALTITUDE | Response: Command hover_at_altitude acknowledged (simulation mode)
[2026-01-30 18:54:00 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:00 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:00 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:00 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:00 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:00 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:00 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:00 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:00 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:00 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:00 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:00 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:00 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:00 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:00 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:00 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:00 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:01 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:01 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:01 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:01 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:01 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:01 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:01 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:01 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:01 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:01 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:01 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:01 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:01 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:01 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:01 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:01 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:01 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:01 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:01 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:02 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:02 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:02 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:02 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:02 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:02 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:02 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:02 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:02 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:02 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:02 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:02 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:02 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:02 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:02 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:02 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:02 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:02 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:03 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:03 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:03 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:03 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:03 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:03 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:03 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:03 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:03 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:03 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:03 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:03 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:03 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:03 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:03 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:04 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:04 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:04 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:04 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:04 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:04 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:04 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:04 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:04 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:04 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:04 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:04 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:04 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:04 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:04 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:04 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:04 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:04 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:04 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:04 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:04 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:05 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:05 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:05 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:05 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:05 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:05 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:05 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:05 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 18:54:05 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_PRESET | Response: Command arm_preset acknowledged (simulation mode)
[2026-01-30 18:54:05 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_PRESET | Response: Command arm_preset acknowledged (simulation mode)
[2026-01-30 18:54:05 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_PRESET | Response: Command arm_preset acknowledged (simulation mode)
[2026-01-30 18:54:05 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_PRESET | Response: Command arm_preset acknowledged (simulation mode)
[2026-01-30 18:54:05 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_DISABLE | Response: Command arm_disable acknowledged (simulation mode)
[2026-01-30 18:54:10 EST] IP: 127.0.0.1 | Action: COMMAND_EXECUTE_MISSION | Response: Command execute_mission acknowledged (simulation mode)
[2026-01-30 18:54:13 EST] IP: 127.0.0.1 | Action: COMMAND_EXECUTE_MISSION | Response: Command execute_mission acknowledged (simulation mode)
[2026-01-30 19:01:23 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_ENABLE | Response: Command arm_enable acknowledged (simulation mode)
[2026-01-30 19:01:26 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:26 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:26 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:26 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:26 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:26 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:26 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:28 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:28 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:28 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:28 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:28 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:28 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:28 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:28 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:28 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:28 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:28 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:28 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:28 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:28 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:28 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:28 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:28 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:29 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:29 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:29 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:29 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:29 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:29 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:29 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:29 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:29 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:29 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:29 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:29 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:30 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:30 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:30 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:30 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:30 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:30 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:30 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:30 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:30 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:30 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:30 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:30 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:31 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:31 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:31 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:31 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:31 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:31 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:31 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:01:31 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:01:31 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:01:31 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:01:31 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:01:31 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:01:31 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:01:31 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:01:31 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
